customer_id,age_group,residence_area_code,weight_lb,height_inchess
61704,E ,F ,197.000358591,67.1644633751
201056,D ,E ,175.840479666,70.2930206493
322157,D ,E ,203.740212367,65.6141271457
1035780,G ,E ,216.070411931,71.0809447082
593007,D ,E ,237.174584612,65.2232998298
963060,C ,E ,136.284179038,74.4551880984
906319,H ,F ,147.511207483,68.8470489752
768528,C ,E ,201.915642411,63.8811598503
433648,F ,E ,149.652829653,65.084079221
1271898,J ,E ,234.156362409,63.7938330114
905220,C ,E ,207.947702064,62.0159491571
729895,H ,F ,228.767592307,62.9618276623
191050,C ,E ,208.98938056,67.6471221559
151337,D ,C ,186.376100628,67.4019445641
418690,D ,F ,206.5163353,63.3121106342
191265,E ,E ,208.766617203,63.1291436855
135436,G ,A ,232.63057123,65.0571226824
262361,G ,C ,137.382477902,64.8479452304
1166026,E ,E ,234.017037146,61.1593229632
1212235,E ,E ,225.276025362,66.0116613068
969604,C ,H ,202.173243241,56.1780400639
582612,F ,G ,192.727922403,70.0154882997
187442,F ,F ,155.322893448,64.4550558757
980739,K ,H ,205.47206002,70.2733680061
42857,C ,E ,153.669013876,63.0748793914
642859,D ,E ,189.178834765,69.2959358207
304245,H ,F ,177.950065156,62.6300715234
1039993,C ,A ,173.717115157,62.5442417216
950817,A ,E ,159.188063572,58.1747126678
1476774,E ,D ,222.136703377,68.3193596218
925013,J ,E ,235.803727429,64.6565233186
27151,F ,E ,197.02009413,65.4085382218
336154,E ,E ,247.283965691,70.3836198107
1039139,D ,F ,219.820857401,60.969039188
979313,J ,E ,206.065181115,62.0874323379
1015294,K ,H ,174.722392521,69.0614284336
862486,C ,E ,266.632207842,56.0280502985
1394627,C ,H ,186.01355642,60.7181560021
581875,D ,H ,192.791258558,57.5831982616
865630,E ,E ,152.41758661,67.7920142056
465120,D ,G ,195.931160653,68.0441066285
694568,B ,E ,210.877621652,65.4890921751
602075,I ,F ,182.512080154,70.1839680116
151832,C ,H ,227.014198622,66.4446100628
773621,G ,G ,188.455763513,68.484330833
714860,B ,E ,207.31511428,61.0175439163
106672,G ,F ,163.182644553,67.1594843497
806688,B ,F ,232.756545095,65.1685896074
842464,E ,E ,198.492250683,65.5820043641
1279535,E ,F ,183.783700636,64.1377450806
957694,G ,E ,169.997576154,62.6605541736
118996,D ,C ,191.843941239,66.6516479914
700139,D ,G ,176.144190227,67.6454923176
662178,H ,E ,209.947756924,65.832953318
895132,D ,F ,179.079529767,64.6106816107
571715,F ,C ,180.092620973,63.6971335738
220736,D ,E ,139.145173336,63.5194529023
143783,G ,E ,202.911860407,73.4330035592
525282,F ,F ,247.529792754,65.7027702571
74353,F ,H ,242.03807763,66.9061663406
540018,D ,E ,233.622127567,63.1292431927
941297,E ,E ,234.698794638,50.9841721837
926768,J ,E ,194.269798066,57.4933338653
412100,E ,F ,170.448048398,67.7386978241
797351,F ,C ,196.762980884,62.9741732687
924153,G ,E ,159.196091751,63.3595149464
952286,F ,E ,189.393116465,61.8573195492
266772,C ,E ,210.239535106,65.5537598648
379137,C ,E ,198.175394461,61.8860550367
82174,J ,E ,199.121617169,63.5049235045
305167,J ,E ,174.46829868,59.3319228962
1156591,F ,F ,231.895696428,69.6447321755
723299,J ,A ,236.631548336,65.9535562331
1410457,K ,F ,206.147951092,73.6970569561
710053,B ,E ,221.207408775,66.533972668
517225,F ,D ,210.686657963,61.6367895022
25973,E ,E ,218.575136686,60.9050035151
159791,D ,F ,150.471260562,63.5529853917
129145,H ,D ,189.075208238,65.1195819513
246118,E ,E ,184.717790135,73.5089339747
47340,F ,F ,184.168171497,71.4446626136
1075076,F ,F ,217.513816665,71.2447996139
1044737,C ,E ,211.363041216,68.2245743937
972673,E ,D ,185.368610732,61.0314051665
1081510,D ,E ,196.748277295,65.9224099625
595155,F ,E ,190.774584106,70.9363949024
899796,F ,E ,170.109793564,64.5626987147
313490,C ,E ,211.060539535,63.7123349305
251402,G ,E ,193.26199989,70.7274892439
349208,C ,E ,201.990301558,63.6721688012
601825,E ,F ,273.901722562,72.385748065
29377,F ,H ,207.086708883,63.4839182144
861014,C ,E ,209.476655502,60.0928007759
924276,C ,E ,203.200851812,66.6905768366
1187366,B ,F ,214.353949215,65.1787383723
1522396,D ,C ,217.181682531,69.6666433148
494076,C ,E ,229.10053171,66.0386002812
539593,E ,E ,213.254059763,65.4290300311
1326093,F ,E ,201.080709349,64.5100115396
877992,I ,E ,228.098735991,70.948582155
1169140,B ,F ,215.200269743,64.5861989324
545747,B ,E ,200.799457289,71.3981623836
628389,F ,F ,178.241222159,65.9628539462
778558,G ,E ,222.318851795,68.3407115479
426855,C ,E ,171.255746503,58.5572835353
1095708,E ,E ,176.98322307,62.6128809992
1034561,E ,E ,184.172689665,71.9691761766
1191189,D ,H ,197.25285067,65.2303733901
1338898,F ,G ,217.245327816,69.2833107498
533515,G ,E ,224.652852572,64.107235206
1065152,E ,F ,189.065870607,69.9676578326
989213,B ,C ,233.266718202,64.3213973051
504478,C ,F ,206.465689202,66.2095463526
1198010,C ,H ,232.857658685,69.0555380361
820509,I ,H ,202.915035861,59.6858520481
916301,F ,F ,192.674667081,58.2769828334
955225,H ,F ,171.609310631,70.7060391714
884310,E ,E ,178.031684755,74.7135836851
1314052,I ,E ,191.210119434,71.2712110195
1256376,E ,F ,177.214650418,65.9386705704
861076,G ,E ,195.109514685,69.5870676091
838207,H ,E ,193.413537744,71.6131666904
869300,C ,F ,192.562213361,70.2093693127
612098,H ,G ,181.180263776,63.6575569398
931830,J ,F ,198.06893371,59.6330968165
1011968,C ,E ,215.840309523,76.5687813185
549370,E ,E ,220.251753959,65.9137758237
911863,G ,C ,187.876044088,72.4307792931
921299,E ,F ,216.640434333,62.404619125
926867,B ,F ,237.863055416,59.1021520695
708456,G ,F ,89.1853162778,62.0078773004
959766,E ,E ,126.238282712,57.6720391393
1448054,J ,E ,185.383813755,60.91014934
832786,E ,F ,153.484424248,61.4071681004
1086157,F ,F ,220.61263264,68.4694868191
1142006,D ,E ,244.239433751,62.2369154542
311762,D ,E ,221.0994611,64.348302529
911955,D ,E ,167.713056734,69.3763155018
1587241,C ,E ,250.87242521,66.5227239459
1446791,C ,F ,156.601151059,62.1766910518
768139,J ,E ,175.145944769,66.2935300586
1738124,C ,H ,211.029165835,69.2615597176
997232,D ,E ,169.498688198,50.5225034536
1014020,D ,F ,184.917738191,63.9142696578
885959,E ,E ,191.64493635,64.9302072733
1561432,C ,E ,197.305894731,65.2239745801
778138,C ,E ,214.177775499,61.2820191091
861007,D ,E ,205.729021534,64.5972694623
1033571,C ,E ,239.41063064,61.8018039538
1032215,J ,E ,205.036135248,65.3597402281
926997,I ,E ,185.077096818,69.7990916391
939027,G ,F ,159.915488361,62.1663719307
920155,G ,F ,152.745711275,72.7777332459
1066227,C ,F ,196.685054904,70.4746335062
1358315,D ,F ,183.924945342,67.4668633904
20695,D ,F ,187.268461978,70.6848438544
545891,I ,E ,213.290453449,72.3282610006
543699,H ,F ,200.195265924,62.616245654
934473,J ,F ,233.294751143,65.74100583
1036121,D ,E ,245.068179279,60.0188763464
1071627,E ,F ,192.635642894,64.4317617111
549493,D ,E ,212.377142023,60.7567995705
227773,G ,E ,167.237519783,62.5332903301
482141,C ,G ,236.757451619,67.8019900664
595070,C ,E ,231.730442957,65.9339836589
678780,E ,E ,138.452648765,70.7627581747
1441994,E ,F ,205.176968099,70.6005222569
1438123,D ,E ,183.321196176,58.3020167123
1462371,C ,F ,174.408108371,64.2967191455
1641523,E ,C ,189.365782002,67.4904264956
1638080,E ,E ,190.590477852,62.7181337236
1661606,B ,C ,219.113444935,67.916014039
1783599,C ,G ,195.566394635,68.0558707527
1754025,F ,C ,222.242824475,72.2336189665
1727289,J ,F ,225.434989097,65.4142310675
1996210,G ,C ,196.389315034,69.186268766
1846690,K ,H ,224.681114632,70.1844944136
1846553,K ,H ,189.650737841,61.2992117464
2042282,D ,F ,293.952590223,60.6285816628
944663,F ,F ,192.599765816,64.3439102306
1050172,H ,G ,159.164616729,76.6185435921
1521566,B ,E ,218.932393874,71.7782378066
1288186,C ,C ,197.806732989,66.3060052596
1550627,D ,F ,224.281282211,65.5862766621
838061,D ,E ,215.157536251,61.6193511783
1500516,B ,E ,243.817408791,59.6526876362
1614336,C ,E ,203.859071674,67.6397247918
1755299,D ,E ,175.632457076,62.2813490125
1727418,B ,D ,201.487932228,66.305079684
1717723,E ,E ,224.042910201,71.1238918469
1815023,D ,C ,209.759686983,62.045540133
2041285,G ,E ,200.203545173,65.3619772703
2138817,C ,G ,245.540965194,67.34275137
2078335,C ,F ,188.834384766,64.3759142832
1827477,E ,F ,200.152734746,66.4196677613
2171494,C ,E ,204.226714999,73.2018742864
2133942,D ,G ,249.917665012,64.6335616358
2167862,D ,C ,198.054873853,66.2911704129
292306,E ,C ,192.414104473,70.3487913832
340441,E ,F ,207.404273166,61.1079864858
889919,E ,F ,227.69233658,64.4289579842
586078,C ,G ,137.065541682,66.0263418895
403559,G ,B ,204.524536956,57.0381584844
405843,D ,E ,163.26343071,61.9102375244
563420,H ,E ,195.383475926,63.9246192587
439725,H ,E ,227.426151705,67.4575738916
368476,F ,H ,168.930628824,75.6964514141
881753,I ,E ,206.914838148,64.2842331047
158565,B ,F ,180.336557268,51.7668011697
7795,D ,G ,184.648091875,67.8355989166
1456134,F ,F ,201.395447715,62.7292643159
1435207,E ,H ,211.504426232,57.8708919745
936224,E ,E ,164.863335494,65.3204385019
1406900,C ,F ,266.996351303,66.553816304
954723,F ,E ,236.298219581,70.9348460143
1490954,D ,G ,191.240349052,63.3249040192
1627466,C ,F ,178.668601524,56.8457242208
1535846,D ,C ,196.304543851,59.8667916128
1685824,F ,A ,216.565558713,63.3711403351
1650624,F ,C ,163.975683624,73.4351342055
1869521,E ,E ,256.612854488,68.3985770305
2085531,G ,B ,164.066239519,66.4295777614
2072203,C ,F ,256.813713957,58.1069786545
1785470,D ,F ,221.852057651,64.5112534532
1729016,D ,F ,171.19494912,74.9867393894
2046808,J ,E ,172.323546302,76.3390432402
2127842,C ,E ,183.518087196,72.4515632359
2171456,E ,G ,239.792088699,67.0663324423
1923803,D ,E ,194.880203115,59.3862934817
1832266,J ,G ,214.306807435,57.4334880162
1670684,E ,G ,225.509786828,57.5200919289
1449716,C ,E ,163.400921923,69.4765328364
1657401,I ,F ,231.819415589,73.5875482576
1560091,E ,E ,198.50617496,68.8783169736
1373943,D ,F ,206.684782312,66.7825793888
1471298,C ,F ,178.815418639,69.958813811
1427257,D ,E ,201.017144523,65.2349546819
1129151,C ,E ,145.775096076,67.6906933066
915892,J ,G ,214.171503033,68.5098535825
1772326,B ,E ,227.462884036,64.5853013782
1603781,D ,F ,229.226105375,65.8726971151
1796049,E ,A ,178.970924264,58.3168501632
1633641,E ,E ,197.617119702,52.7498216457
1622041,D ,G ,176.200510613,64.1609405242
711210,G ,E ,228.389845048,69.8052254072
828574,E ,D ,184.352694791,65.3165529544
1546095,D ,D ,133.646055143,71.5396529728
1531909,E ,F ,181.811486282,61.7524372735
1383065,F ,F ,211.248023335,76.094041578
1678581,D ,F ,255.87499734,68.267106582
1489828,D ,E ,230.860410931,68.3798207458
1724219,A ,E ,226.89694263,65.1980063115
1855494,H ,F ,160.068273526,72.2493693771
1920130,E ,E ,183.728781249,60.9449118564
511834,G ,E ,191.280329809,67.6374412272
18173,B ,F ,144.332824452,65.7297392464
595285,E ,E ,228.775662474,60.0891093683
1583205,C ,E ,195.309763755,68.3002422283
39932,H ,E ,242.238767778,64.1340746903
1924503,F ,F ,194.908497915,63.6932254307
2061771,F ,F ,215.11111475,64.9202600441
2118796,I ,E ,235.265651206,74.9222670173
1650075,C ,E ,166.097246878,58.3095126152
1622348,D ,F ,135.596866325,61.1705549919
1275605,G ,C ,225.636362888,67.986765182
604062,E ,F ,110.085867515,57.4687046028
1655971,B ,F ,193.113449179,68.2167434442
2060668,C ,B ,191.592725974,61.3290976166
1082777,C ,E ,173.766261832,59.3103781318
1750270,D ,E ,154.988633192,68.8339198011
1999020,F ,F ,112.391327171,62.5535749599
1931600,D ,F ,200.997026992,68.2844408781
342605,D ,F ,232.538237873,69.9505772809
314626,I ,E ,194.560900989,69.4210147863
295024,E ,A ,189.758193604,62.9789860521
1077971,J ,E ,228.74702818,64.138399963
2107912,B ,G ,237.925114681,72.2504705581
1562903,C ,F ,248.31886511,69.2275468437
1470390,D ,E ,201.212962481,68.329678253
842617,C ,E ,230.241567804,71.4726556525
1357097,D ,F ,210.696830822,64.8737818344
1846621,K ,H ,216.785825432,65.7226975125
1911749,D ,F ,159.409234664,63.1846631338
1718980,D ,E ,166.877746393,63.5759443218
321860,E ,F ,163.941310157,68.1870191148
1408898,F ,F ,224.581211672,61.6117766617
1862690,C ,F ,173.477213426,64.2987612554
219334,F ,E ,193.235305918,65.7699987861
526692,D ,E ,259.739218447,58.4022986727
838580,H ,E ,221.719971142,74.085683907
1571769,C ,F ,164.831297327,63.3855051839
980449,K ,H ,210.646794275,76.1805394222
2139128,I ,E ,227.438463195,68.2191341978
2161297,C ,G ,175.374128027,75.1618963165
2118154,C ,B ,242.565559032,60.9378920655
1239126,I ,F ,203.990029386,60.3300066643
736831,J ,E ,167.042500223,64.7723559813
1497373,C ,F ,201.411510928,63.3025872106
1538526,E ,G ,225.075340459,61.1957841708
2076485,E ,E ,193.241077764,72.842052837
40129,J ,E ,187.18692025,68.2408104179
69137,D ,E ,169.623445387,64.2912311336
1728781,B ,E ,246.982124552,60.6232433894
535694,D ,E ,198.935438241,60.5713815674
75404,I ,E ,185.563874582,69.3570728839
325196,I ,E ,225.515976639,61.1142440693
1567113,E ,E ,236.899018122,68.7541471666
1220551,C ,E ,204.154877171,58.2771195923
1965025,E ,F ,177.116094012,70.23149831
2124384,E ,A ,223.381835903,76.0523839046
52979,G ,E ,188.906450149,68.1850467783
41584,C ,F ,240.701246816,68.9905831798
1181951,D ,F ,266.884360177,75.7972355391
1724790,D ,F ,193.335548187,63.5259158837
1976250,K ,H ,175.813105387,52.3496090889
1113235,E ,F ,208.980967647,58.8503180029
1791112,D ,G ,260.479593491,68.8472706542
954419,K ,H ,182.966669185,70.2417814138
1220810,D ,E ,215.149381554,68.3207080985
427586,G ,E ,210.496690596,74.2726251644
843461,C ,E ,201.158275857,68.2534557198
1422184,K ,G ,206.336357075,72.1540421844
1850154,D ,C ,260.413107013,71.2875291854
1693720,J ,E ,191.113165353,71.651501032
1634518,C ,E ,214.090455852,69.0216796251
1718065,B ,F ,182.654709233,64.7571568063
1621501,H ,E ,224.43565319,65.4540340601
1032192,E ,E ,251.558348674,63.8705709626
1535709,H ,F ,209.418399255,66.2945276233
1803501,E ,F ,203.256949894,56.9732918395
1486384,D ,G ,195.316651209,71.7670497655
516907,E ,E ,236.335307773,64.2950250455
1403947,K ,D ,237.186981285,63.9038364184
1846812,K ,H ,224.08061417,62.9784322961
1035407,I ,E ,188.914511585,65.2123807072
1808841,D ,G ,192.347045809,71.3238165344
2109992,D ,F ,187.57737218,65.51482977
1512915,C ,F ,182.704290578,71.7229766442
2135762,F ,E ,199.539769124,54.2624635762
2094083,D ,E ,229.392955053,72.2992426746
1733884,B ,E ,186.311524895,76.4022288133
1524291,C ,C ,178.997151883,66.5234687224
1482560,H ,E ,219.936442391,52.6538098123
2171913,A ,C ,212.337494608,65.0956433883
2110677,E ,F ,177.445846551,74.2869104903
2121031,D ,F ,200.693626265,57.1629164258
2164588,I ,E ,234.517423026,64.7085404053
1558418,D ,F ,225.087873769,71.6893579795
2171180,E ,F ,209.146528188,64.7003951839
424745,E ,E ,229.383656313,58.2064723233
411271,F ,C ,181.577132907,62.3781624719
1075274,C ,F ,254.932973235,65.8488344044
2161709,B ,F ,167.454814113,67.5195361664
1745290,E ,C ,196.123836312,63.2836606547
1293098,E ,E ,207.013104783,72.0925109864
1574135,F ,B ,205.56076898,69.6821721144
1684469,B ,G ,182.527761095,62.3153368106
1507829,E ,F ,165.377775844,62.6439321311
1684223,D ,F ,177.377165203,63.676986254
1407150,F ,E ,211.866355946,65.9324314134
1693195,D ,B ,154.884368749,72.2176352851
1723045,A ,E ,181.309946622,67.2317759287
1757231,I ,C ,218.004615906,66.7291356584
2148038,E ,C ,182.004836307,74.0807844514
965996,E ,H ,202.89927582,66.2318602711
1110500,D ,C ,199.866490925,70.1808177646
1356571,F ,E ,191.805368281,65.5673809497
171113,G ,F ,195.416015685,60.8922266934
1577143,F ,D ,235.59917165,61.913116414
1213935,C ,F ,177.640351558,71.6243291541
1611311,C ,F ,192.709899433,65.9393277116
1588705,C ,F ,150.28387117,70.8458500754
1973075,D ,E ,224.509141783,56.4191039581
1818260,C ,E ,203.584664041,56.6919158419
1815559,C ,E ,188.299474888,64.0768344782
1925586,C ,C ,161.132528674,61.9865731247
2166599,G ,E ,169.311513814,72.6095548255
112642,J ,E ,214.762097549,64.7510293356
445924,E ,C ,181.699077596,72.5244947757
348942,H ,G ,225.89988478,62.6712372907
1228069,D ,F ,194.414832494,59.2512020292
107587,E ,E ,190.986305278,70.0069825368
913638,E ,E ,234.968086258,54.3703230625
1503265,E ,F ,168.131273145,51.6450569871
1455205,F ,E ,202.715642791,68.4629092922
1859805,E ,G ,159.952734834,69.4098630704
1578065,D ,E ,175.821640588,65.1657509441
1639612,D ,C ,198.0017339,62.0161688092
2169996,C ,C ,181.911833132,60.0997902381
1755787,C ,D ,170.014716507,68.105195029
1944532,F ,F ,198.68358202,62.6595541028
2009186,E ,C ,195.725950874,65.437378665
2169767,D ,F ,181.76876859,71.0863642179
2112336,A ,F ,193.201145631,69.9057004624
2118444,G ,C ,198.638985676,64.26376313
2074993,F ,B ,227.874324349,58.5059193511
2054223,G ,F ,205.342443754,69.0751195191
667685,E ,E ,166.0652298,66.1009095549
1329667,E ,E ,163.592547751,65.3411111826
1294064,C ,E ,166.953158305,65.1226205849
1849226,G ,F ,200.94829266,65.0599544812
1718973,E ,E ,251.307800615,70.7129782181
1700787,D ,F ,187.973467516,63.9954552567
2166711,C ,G ,169.894673615,67.6692665465
1801170,F ,E ,218.194365232,71.056346291
2009797,E ,C ,121.219407609,72.7335811269
2117850,F ,D ,167.669825961,64.7933897144
2113579,C ,E ,177.85568793,77.2006363359
948036,F ,F ,189.581662266,71.1309070695
2110226,E ,G ,230.167877627,66.6304574589
2075419,E ,F ,204.435157037,62.6634456215
2171999,G ,C ,209.121998743,72.4959515215
1611601,D ,F ,153.815931687,65.8527191304
1631739,D ,B ,201.821173844,60.5016881171
1415063,E ,D ,134.179253435,67.1195898951
1177695,G ,C ,188.705962604,81.933676912
1668797,F ,F ,159.371562061,67.7961363935
1855371,B ,F ,252.144208419,65.1215458559
1843835,G ,F ,191.067147198,61.0567293406
2096841,J ,E ,183.397108088,55.3943214049
1979213,E ,D ,225.83568776,60.3777922761
75275,F ,E ,178.786485528,66.9485634667
152525,B ,E ,130.628386862,64.5359844744
582292,E ,D ,227.972605772,61.8224471531
146265,E ,E ,208.370977972,69.0523035368
1178777,G ,E ,191.200864373,69.8994376602
583305,F ,F ,126.698019312,60.2011339718
956222,E ,F ,202.986717534,66.4294679847
1113952,J ,E ,216.459912974,64.4864253385
1532579,E ,C ,232.187632245,77.8569249746
1510447,E ,E ,238.74314399,68.9546705577
1632286,D ,E ,174.060906912,69.8186082128
1848588,K ,H ,199.196330436,64.2854213394
1821147,E ,C ,206.945424283,65.6281203916
1810981,D ,F ,226.477450576,62.825543346
246897,H ,D ,267.697157204,70.9357152898
195751,F ,C ,224.420078242,67.2008209208
331746,D ,F ,254.428162948,66.7196733359
1312140,B ,D ,245.209238909,75.4342994947
1317138,D ,F ,190.86593938,65.3979276267
1604467,C ,A ,215.734436487,67.476737078
1704983,D ,E ,211.862318481,59.574085166
1871463,A ,D ,219.76851353,54.9214063491
1732061,F ,E ,173.428943353,70.0886159639
2025810,F ,F ,143.307648284,73.8219544105
2108711,J ,C ,172.251799769,65.9175688888
1918939,E ,E ,221.113337334,62.145670609
1446838,D ,F ,180.703404093,73.1342624838
45704,B ,E ,207.780311998,61.9519247633
299770,G ,E ,196.503071157,61.2556311989
196567,F ,F ,190.872422864,65.1129301482
915540,C ,F ,174.361722877,66.1346072732
1555028,G ,A ,206.346138898,64.3697382654
1454697,K ,D ,180.703947505,59.5238970207
1528176,D ,G ,225.112914516,75.1076842025
1266856,F ,F ,219.031071325,56.2471957638
1741469,F ,F ,210.752301405,60.7552329267
2029276,F ,B ,228.60468078,62.6487675411
1545319,I ,E ,263.580897614,60.1634574034
1693751,E ,E ,243.455793848,73.3591825608
2124681,D ,G ,172.490353417,61.1000910113
2063805,B ,E ,147.48414755,60.3863525706
2068176,A ,F ,147.984784657,62.6796999193
1183665,F ,E ,215.973565522,64.1331424722
1615883,C ,C ,139.742995769,63.6027310267
1163674,D ,E ,165.596197789,61.2632185072
1933703,F ,C ,207.055988355,57.1897088126
48491,B ,F ,169.925100101,65.0335151445
6668,D ,E ,208.21372812,54.5121665643
1708820,D ,G ,186.647274152,69.5608935336
1639582,I ,B ,178.190573756,77.543960815
1775471,I ,F ,195.294892171,60.0921085735
1944723,E ,F ,192.804935789,63.8296808615
1741018,D ,C ,183.138890093,72.5242858832
2090429,B ,E ,189.748160009,74.8985359094
2143408,E ,E ,236.731299886,58.712153481
1657982,D ,E ,226.660992006,74.3128405855
925815,C ,E ,184.308127039,59.1154609659
824767,D ,C ,171.10335141,65.9613325509
1069211,J ,F ,211.332175785,69.2232076035
539937,E ,E ,163.162198583,68.9329230886
1252712,D ,F ,159.533312799,62.3379939962
1839555,G ,F ,186.190374478,58.7325218366
1849219,A ,E ,202.036200463,63.7963142787
1973556,E ,F ,169.985566218,64.4212812782
1892895,E ,F ,206.450832571,62.3371324899
2066752,K ,H ,157.591218565,60.6677406812
849746,C ,G ,199.648737309,73.023667679
271561,H ,E ,152.599663599,72.0251350667
1076936,C ,E ,168.350246685,61.0672561461
410168,C ,E ,231.630849948,56.3496562924
308410,J ,E ,210.580629151,60.0733718369
1474893,D ,F ,256.470955493,64.2264753141
368674,F ,F ,164.393717796,64.8681223336
603997,D ,G ,170.459754541,71.7541687933
782203,G ,E ,201.350927016,59.0371917744
1342611,A ,E ,187.565145738,66.1488792257
2034515,B ,B ,201.335389153,65.5911020585
800037,F ,E ,171.09167373,63.8731281619
41607,J ,F ,218.447465155,67.0214061983
1684957,E ,E ,200.024094529,55.1259308205
1913774,B ,E ,161.797366786,67.3265760152
1985276,I ,F ,203.865206148,72.2785364572
2121321,C ,G ,174.140838782,61.7707763179
1964578,B ,F ,229.434057466,67.4178285762
528436,A ,F ,193.400675697,65.8494029834
1950892,D ,C ,143.24285168,68.5543459211
1550320,D ,F ,188.168552105,69.1304987963
1207828,J ,H ,238.293525446,61.153650848
1861877,D ,F ,257.822153023,66.6251355551
154550,F ,E ,207.670740543,68.9714247677
1454420,D ,F ,226.95680003,63.6903828441
308656,C ,E ,210.499709231,73.7267044921
2154640,D ,G ,181.484596323,69.0294484109
2083230,B ,F ,221.882423762,63.2283349899
154192,C ,E ,202.560689318,63.3151309054
1111668,C ,F ,211.394046885,72.9287782881
1690644,C ,F ,231.932432834,62.8280137354
1984767,C ,F ,195.331026591,63.7625935944
2014654,B ,E ,212.043019014,67.6910467598
1960440,B ,F ,146.087333362,72.8651343162
2136332,C ,F ,174.268720207,69.2473222737
1952278,H ,F ,156.087533679,65.3081668974
1900101,G ,F ,218.102363086,70.0418777405
2000329,I ,E ,234.35969156,71.7910654265
1559491,A ,F ,180.591934908,62.178391327
1806168,D ,F ,194.96735822,68.2228469479
2128535,C ,G ,163.081041027,62.5965829824
41171,D ,E ,221.228551392,65.3708102615
1601817,B ,F ,214.773727781,71.1169637981
2072265,C ,F ,175.098543099,64.1489266563
2006260,B ,E ,211.028750114,67.7598896683
2103761,J ,E ,182.702873141,64.2606779511
469814,E ,H ,216.502454255,64.1624279328
839815,C ,F ,238.858822312,72.0949796624
1749342,E ,D ,206.386686723,60.0677467196
2159157,C ,H ,196.116899093,73.395440539
1891898,D ,F ,203.440109464,68.959286151
2095882,F ,H ,129.32880816,65.315259946
81412,F ,E ,194.53402073,62.0289564893
1690026,C ,G ,233.948742169,61.1496177301
1806809,C ,A ,132.793247341,61.7794392653
2020976,C ,C ,216.551136486,70.2028837362
2156767,A ,E ,223.238764078,65.9894605675
2129273,H ,E ,214.227237197,71.7942386865
2171142,G ,E ,160.587734728,74.0019297275
2133805,A ,F ,191.159107537,68.5987154702
1640380,C ,F ,187.528341936,67.2133777539
2171425,A ,G ,211.698693433,67.6262378884
258067,E ,E ,215.140143249,62.3775890337
1814699,D ,D ,199.69513715,68.660234357
1748338,B ,F ,207.541455518,62.1365185332
1983531,B ,E ,199.627345738,56.7199535454
1887082,E ,E ,205.145806193,61.3824811466
1990508,C ,E ,166.263516364,68.9678702645
2136813,F ,G ,168.800763923,67.4983245045
2158976,B ,E ,250.558366422,56.2431892387
2027685,C ,G ,223.68086651,61.0225729346
2169781,F ,A ,161.42774979,63.711601935
2161662,A ,E ,220.720095186,70.3264016005
1187137,F ,F ,200.248165054,66.823511322
1413311,C ,C ,138.181869231,67.0045577225
2111209,D ,E ,190.395691,63.5220996272
269414,G ,E ,143.792541885,68.7187263004
2030944,C ,F ,190.365261464,67.0347664671
1638066,I ,E ,201.345400437,67.9090878327
2053196,J ,F ,222.206933736,64.1809808627
338455,F ,E ,252.158687674,55.1535521232
342070,J ,F ,193.781857772,72.4570803785
763394,J ,F ,134.02382245,67.8410856264
2110318,B ,E ,151.891625521,60.4598148372
1786491,D ,G ,184.235647254,64.3432585602
1890136,C ,E ,218.526832427,54.5082384993
2047126,C ,E ,182.642924355,71.3694243918
2060019,B ,G ,150.633114464,67.4160185261
2030432,F ,E ,204.386649805,64.6980633955
1578614,F ,D ,216.627411084,60.1290615503
956802,J ,E ,237.063112546,69.4200854217
1575415,B ,G ,220.908673871,68.2402380873
1985092,C ,D ,219.508545908,63.2999599619
1205954,D ,F ,191.74318637,66.0836815537
1256154,E ,G ,200.248041504,65.320400905
1710601,D ,F ,218.055275812,62.5171939401
1755619,D ,E ,231.757064515,67.3373939464
1659252,E ,G ,218.849352509,63.8217717462
1768558,D ,E ,200.863161886,59.8556803004
1965773,E ,D ,228.571716458,73.3861889005
2140360,A ,F ,224.123551488,67.5463334413
2161631,J ,F ,228.066054773,61.4454548769
2126739,C ,F ,177.925796929,68.2311591586
2134413,B ,E ,191.610902886,67.872490082
2099040,D ,E ,191.187249055,69.6364030836
2003955,D ,C ,206.137873975,75.2792554193
1490138,F ,G ,201.477001962,62.7083755784
489171,E ,E ,191.981572794,63.9824945216
1930214,C ,C ,213.625431253,63.4341974214
2067599,D ,E ,173.805770914,72.4340178425
1858761,C ,C ,198.913348395,67.1595025297
1067927,J ,E ,188.339447512,62.8652107575
1494570,C ,E ,196.1403014,68.0339027326
1978278,D ,G ,166.902120076,63.9012571777
1700992,E ,E ,221.140069802,71.7059349364
2103327,B ,F ,222.836116951,57.3076318289
2058603,D ,C ,196.92458925,72.8612956923
2071480,C ,E ,160.162834855,64.6196180313
1606577,C ,E ,187.668857719,70.0656703774
2166421,C ,E ,206.429586849,71.1447814272
1330458,I ,D ,244.470805305,66.15429414
1879964,D ,G ,212.922841822,60.344497427
1930351,D ,E ,204.662921198,64.3870975703
2128955,E ,E ,195.173341287,65.5459402268
1951325,D ,F ,200.966890935,60.1994565717
2132594,F ,G ,210.68433946,74.0561533938
1733938,F ,F ,205.317488973,68.8737671278
2028323,C ,F ,167.572214164,62.4493408594
2030104,D ,C ,170.592748572,64.0432556021
1830699,D ,E ,220.246984321,65.7540691328
2098142,E ,G ,170.602353069,61.2402845529
1912234,D ,E ,200.471290492,70.4262198131
