customer_id,sales_price,transaction_date
563574,802,2001-02-24
563628,84,2001-01-11
563918,1525,2000-11-24
564007,205,2000-11-05
564304,1007,2001-01-07
564359,143,2001-01-22
565097,1185,2001-01-08
565172,189,2001-02-06
565202,1980,2001-01-31
565233,690,2001-01-14
565264,287,2000-11-27
565448,1241,2001-02-22
565554,58,2001-02-15
565639,173,2000-12-17
565660,1027,2001-02-16
565707,257,2001-02-10
565738,216,2001-02-26
566520,250,2001-01-31
566575,2841,2001-01-22
566896,714,2001-02-15
567152,91,2000-12-28
567244,55,2001-01-07
567497,746,2000-12-17
567596,437,2001-02-05
567930,170,2000-11-30
567985,315,2001-02-24
568128,372,2001-02-03
568159,498,2000-12-12
568272,810,2001-02-14
568425,845,2001-02-18
568456,1124,2000-12-31
568517,1041,2001-01-14
568555,1486,2001-02-28
568586,1135,2001-02-28
568654,236,2000-11-28
568708,1030,2001-01-27
568821,463,2001-01-12
568890,104,2001-02-19
569057,665,2000-12-18
569200,708,2001-02-10
569217,1366,2001-02-19
569248,1397,2001-02-22
569385,792,2001-01-20
569583,1392,2001-02-24
569996,76,2001-02-23
570060,126,2001-02-22
570169,26,2001-02-22
570244,966,2001-01-20
570565,7841,2001-02-28
570664,120,2001-02-07
570909,828,2001-01-01
570930,1092,2001-02-17
571036,869,2001-01-08
571234,377,2001-02-24
571241,522,2000-12-09
571265,249,2001-01-15
571289,557,2001-02-06
571296,143,2000-12-01
571692,391,2001-01-06
571715,915,2001-01-14
571722,249,2001-02-07
571739,1492,2000-12-09
571869,291,2000-12-17
572279,1055,2000-12-16
572576,1336,2001-01-06
572590,334,2001-02-18
572644,119,2001-01-19
572668,119,2001-01-20
572842,234,2001-02-28
572866,26,2001-02-23
572972,129,2001-01-03
572996,1531,2001-02-23
573306,118,2001-02-28
573313,608,2000-12-03
573368,3850,2001-02-05
573450,272,2000-12-10
573474,954,2001-02-16
573498,130,2000-11-29
573733,594,2001-02-26
573764,546,2000-11-08
573887,410,2001-02-25
573917,1530,2001-01-28
573962,69,2000-12-18
574044,238,2001-02-26
574082,198,2001-02-26
574280,567,2001-02-24
574303,166,2000-11-29
574334,2203,2001-02-04
574549,2005,2001-02-24
574600,952,2000-11-19
574655,1346,2001-02-21
574662,1128,2001-01-11
574716,387,2001-02-25
575010,1653,2001-02-22
575157,575,2001-02-14
575249,226,2001-02-16
575355,734,2001-02-24
575362,909,2001-01-06
575379,265,2001-02-21
575386,288,2001-01-23
575416,434,2001-02-28
575461,193,2000-12-29
575676,441,2001-02-21
575683,694,2000-11-24
575690,1172,2000-11-12
575799,1226,2001-02-21
575898,142,2001-01-15
575911,1045,2001-01-02
575928,600,2001-02-28
576017,1931,2001-02-01
576048,981,2001-02-20
576055,1441,2001-01-22
576338,743,2001-02-06
576345,526,2001-02-16
576369,3645,2001-01-21
576468,817,2001-02-14
576536,466,2001-02-28
576543,1016,2000-11-22
576574,565,2001-02-28
576604,26,2001-02-23
576642,236,2001-02-26
576727,341,2001-02-09
576741,1105,2000-11-05
576987,1644,2001-02-08
577014,362,2001-02-22
577069,613,2001-01-20
577182,813,2001-02-19
577335,979,2000-12-31
577359,598,2001-01-06
577366,714,2001-01-27
577380,138,2000-11-27
577397,961,2001-01-21
577496,345,2001-01-21
577502,1064,2001-02-01
577519,841,2001-01-06
577526,1335,2001-02-18
577632,404,2001-02-23
577656,1254,2001-02-16
577786,1091,2000-12-03
577793,1100,2001-02-08
577830,1934,2000-12-11
577885,333,2001-02-22
578059,568,2001-02-26
578240,645,2000-11-23
578264,582,2000-11-11
578295,3130,2000-12-08
578370,364,2001-01-29
578523,2037,2001-02-28
578578,2806,2001-02-14
578608,1776,2001-02-20
579117,564,2001-02-07
579162,244,2001-02-28
579254,269,2001-02-27
579285,775,2001-02-09
579315,269,2000-12-09
579650,219,2001-02-22
579711,807,2001-02-21
579735,647,2001-02-24
579766,95,2001-02-27
579872,84,2001-02-20
579933,2969,2000-12-30
579964,5806,2000-11-08
579971,177,2001-02-19
579995,590,2001-02-05
580014,708,2000-12-03
580519,1280,2001-02-18
580526,822,2001-01-28
580717,411,2001-01-22
580816,110,2001-01-08
580854,852,2001-02-18
580878,800,2001-01-14
581066,64,2001-02-25
581110,876,2001-01-21
581240,383,2001-02-07
581318,313,2000-11-06
581448,2827,2001-02-04
581462,905,2000-12-18
581523,835,2001-02-23
581615,402,2001-02-19
581660,525,2001-01-17
581684,346,2001-02-28
581691,739,2001-02-02
581721,26,2001-02-21
581875,1239,2001-01-16
581905,984,2001-02-28
581943,865,2001-02-25
581981,168,2001-01-17
582032,267,2000-12-04
582063,2045,2001-02-25
582100,1337,2001-02-12
582179,144,2001-02-11
582186,437,2000-12-17
582193,402,2001-01-03
582230,980,2000-11-04
582261,1461,2001-02-19
582292,240,2001-02-18
582346,299,2001-02-28
582360,3029,2001-01-24
582407,234,2001-02-26
582421,223,2000-11-19
582445,1960,2001-02-28
582476,2141,2001-02-24
582520,2014,2001-01-26
582551,253,2001-01-13
582612,597,2001-01-14
582643,77,2000-12-07
582704,2474,2001-01-20
582711,631,2001-01-27
582742,699,2001-02-20
582759,442,2001-01-14
582773,1278,2001-01-02
582803,2744,2001-01-31
582834,1121,2000-11-18
582957,3531,2001-02-15
582995,80,2001-02-21
583091,156,2001-01-04
583176,4760,2001-01-20
583183,59,2001-02-16
583220,196,2001-02-16
583244,522,2001-02-23
583251,666,2001-02-22
583305,29,2001-02-25
583336,26,2001-02-21
583404,277,2001-02-28
583459,86,2001-01-23
583565,12,2001-02-11
583732,4950,2001-01-30
583770,1242,2000-11-26
583824,335,2001-02-25
583862,1150,2000-11-30
583879,246,2000-12-11
583886,278,2001-02-24
584067,623,2000-12-29
584098,236,2000-12-02
584128,74,2000-12-28
584159,846,2000-11-23
584180,132,2001-01-11
584265,74,2000-12-26
584272,1022,2001-01-27
584289,1764,2001-01-01
584296,172,2000-12-28
584326,74,2000-12-28
584364,356,2001-02-02
584418,2678,2001-01-22
584456,74,2000-12-28
584784,1568,2001-02-15
584975,253,2001-01-22
585057,771,2001-02-15
585224,1196,2001-02-16
585248,497,2001-01-20
585392,660,2001-02-19
585460,873,2001-01-05
585491,428,2001-02-22
585644,499,2000-11-09
585668,2504,2001-02-28
585729,1094,2001-02-26
585750,126,2001-02-18
585828,915,2001-02-11
585842,159,2001-02-08
585996,301,2001-01-28
586078,1407,2001-01-13
586429,198,2001-02-04
586450,1233,2001-02-05
586535,121,2001-02-22
586580,98,2001-02-24
586597,838,2001-01-19
586634,1893,2000-11-04
586672,357,2001-02-23
586801,757,2000-11-12
586825,494,2001-02-12
586955,1585,2001-02-03
586986,1110,2001-01-26
587099,26,2001-02-19
587242,172,2000-11-16
587273,2239,2001-01-21
587297,397,2000-12-16
587815,1004,2000-12-31
588232,650,2001-01-12
588423,3159,2001-02-28
588539,778,2000-11-26
588553,664,2001-02-14
588652,694,2001-02-22
588744,325,2001-02-16
588799,2276,2000-11-26
589000,2038,2001-02-19
589031,555,2001-02-20
589048,187,2000-12-08
589079,1477,2001-02-27
589192,26,2001-02-21
589239,26,2001-02-21
589277,26,2001-02-21
589307,26,2001-02-21
589314,30,2000-11-09
589338,515,2001-02-28
589369,26,2001-02-21
589499,1686,2001-02-25
589697,1301,2000-11-26
589840,1316,2000-12-27
590075,904,2001-01-16
590143,238,2001-01-06
590167,548,2001-02-28
590235,2875,2001-02-04
590303,1221,2001-02-24
590792,1768,2001-01-27
590860,521,2001-02-19
590983,775,2000-12-08
591072,470,2000-12-07
591348,828,2001-01-20
591935,730,2001-01-12
592406,408,2000-11-25
592468,417,2000-11-25
592475,594,2001-01-02
592628,479,2000-12-08
592673,1859,2001-02-24
592796,276,2001-02-09
592918,864,2001-02-15
593007,1812,2001-02-25
593069,87,2000-12-26
593151,2102,2001-01-23
593250,2089,2001-02-17
593519,1520,2001-02-24
593625,1294,2001-02-10
593915,1984,2001-01-21
594691,923,2001-01-18
594936,1228,2001-01-31
595025,1359,2001-02-16
595032,540,2001-02-18
595070,468,2001-02-28
595094,311,2001-02-14
595131,965,2001-02-17
595155,278,2001-02-25
595216,1142,2001-02-07
595285,1044,2001-02-21
595384,79,2001-02-22
596091,38,2001-02-23
596428,312,2001-01-22
596510,781,2001-01-18
596602,299,2001-02-21
596831,58,2000-12-28
597043,709,2000-12-30
598057,715,2000-12-17
598484,1814,2001-02-28
599238,584,2001-02-06
599665,119,2001-01-21
600316,541,2001-02-07
600491,198,2001-02-26
601474,1027,2001-02-27
601511,1162,2000-11-05
601535,355,2001-02-24
601559,165,2001-02-08
601597,546,2001-02-19
601665,966,2001-02-06
601757,249,2001-02-28
601825,245,2001-02-25
602013,414,2001-01-30
602037,868,2001-01-31
602075,278,2001-02-28
602396,291,2000-11-29
603133,757,2001-01-07
603249,443,2001-02-20
603416,831,2000-12-01
603454,862,2001-02-14
603478,2537,2000-11-05
603485,541,2001-02-18
603508,1285,2001-02-11
603997,607,2001-01-13
604062,420,2001-02-20
604307,297,2001-02-25
604734,1211,2001-02-13
604796,1179,2001-02-24
605007,6100,2000-11-23
605014,198,2001-02-26
605328,324,2001-01-30
605342,924,2001-01-11
605762,521,2001-02-09
605960,280,2001-02-11
606356,322,2001-02-18
606660,658,2001-01-21
607285,400,2001-02-10
607308,16,2000-12-26
607636,1697,2001-02-18
607728,3085,2000-12-10
608978,277,2000-12-05
609012,421,2001-02-17
609050,403,2000-11-29
609098,784,2001-02-24
609104,3006,2000-12-17
609111,839,2001-01-22
609715,7764,2001-02-04
609821,18,2000-11-25
610308,843,2001-02-25
611039,620,2000-12-02
611268,910,2001-02-25
611770,654,2001-02-28
611923,228,2001-02-04
611985,5463,2000-11-10
612098,467,2001-01-14
612272,1152,2001-01-27
612562,595,2001-02-28
612708,119,2001-02-11
612869,223,2001-02-11
612920,216,2000-12-31
612975,200,2000-12-08
613156,198,2001-02-26
614252,227,2001-01-02
614283,236,2000-11-27
614863,88,2001-02-28
615587,4605,2001-01-18
615945,1499,2001-02-25
616096,4620,2001-01-21
616140,1382,2000-12-08
616195,179,2001-02-23
616805,805,2001-02-12
617376,444,2001-01-01
617413,155,2001-02-24
617550,1251,2000-11-13
617666,1772,2001-01-13
617710,1075,2001-02-06
617772,1748,2001-01-25
618311,18,2000-11-27
618342,2159,2001-02-17
618373,609,2000-12-17
618670,304,2001-02-27
619042,1228,2001-01-21
619356,278,2001-02-27
619394,455,2001-02-04
619721,752,2001-01-28
619929,537,2001-02-13
620215,1181,2001-02-18
620635,1023,2001-01-07
620789,1532,2001-02-14
620840,539,2001-02-22
621830,640,2001-01-07
622080,739,2001-02-26
622417,421,2001-01-07
623384,2801,2001-02-15
623391,2067,2001-02-25
624190,537,2001-02-27
624787,65,2001-02-25
624824,2114,2001-02-20
627023,349,2001-02-07
627238,393,2000-12-15
627436,524,2001-02-25
627566,707,2000-11-26
627573,256,2001-02-26
627733,1100,2001-02-02
627832,1245,2001-02-21
628174,792,2001-01-16
628389,38,2001-01-14
628570,2640,2001-02-22
628662,640,2000-11-02
629515,4229,2001-02-13
629539,131,2001-01-15
629959,1110,2000-11-12
630023,39,2001-01-09
630047,386,2001-02-28
630634,346,2001-01-21
630849,144,2001-02-19
630931,499,2001-02-04
630955,793,2000-12-18
630979,2329,2000-11-06
631006,995,2000-11-26
631020,850,2001-02-24
631044,459,2000-11-09
631211,559,2000-12-31
631259,1012,2001-01-29
631396,3148,2001-01-21
631761,132,2000-11-23
631808,278,2001-02-27
631938,195,2001-02-28
632133,2110,2001-01-04
632171,440,2000-12-31
632256,1788,2001-02-11
632430,253,2001-02-04
632478,315,2001-02-22
632522,2205,2001-02-20
632577,26,2001-02-21
633338,33,2000-11-07
633536,8092,2001-01-20
633918,1153,2001-01-21
634052,95,2001-01-18
634243,1567,2000-12-03
634908,1167,2001-02-14
635073,2004,2001-02-18
635110,856,2000-11-29
635318,192,2001-01-21
635516,2045,2000-12-09
635677,4037,2000-12-11
635707,362,2000-11-11
635714,569,2001-02-11
636414,551,2001-01-09
636575,1175,2001-01-20
636872,659,2001-01-28
636940,557,2001-02-22
637015,841,2001-02-10
637206,2127,2001-02-25
637855,2611,2001-02-18
637978,402,2001-02-16
638067,156,2000-11-26
638111,165,2000-12-27
638180,523,2001-02-23
638203,592,2001-02-20
639026,350,2001-02-20
639064,338,2001-02-24
639453,464,2001-02-24
639613,972,2001-02-21
639903,1133,2001-02-04
640299,294,2001-02-12
640497,1339,2000-11-18
641159,1312,2001-01-29
641234,1179,2000-12-17
641333,7158,2001-01-20
641623,74,2000-12-28
641647,289,2001-02-01
641692,2307,2000-11-10
642217,2946,2000-11-26
642385,493,2000-11-02
642781,1433,2000-11-24
642859,65,2001-02-28
642866,2476,2000-12-17
643108,240,2001-01-30
643122,652,2000-11-25
643337,883,2001-02-23
643382,2798,2001-02-17
643436,451,2001-01-17
644020,348,2001-02-08
644334,865,2001-02-13
644402,673,2001-02-20
644440,3575,2001-01-18
644457,172,2001-01-18
644600,3184,2001-01-28
645201,1191,2001-01-23
645287,1245,2000-12-03
645638,752,2001-01-22
646017,419,2001-02-25
646260,1561,2000-11-05
646345,1216,2001-01-28
646369,406,2001-02-23
646727,333,2001-02-14
646864,220,2000-12-26
646956,712,2000-12-14
647052,44,2001-02-23
647151,871,2001-02-10
647212,296,2001-01-14
647236,549,2001-01-20
647311,1519,2000-11-29
647465,1389,2001-01-19
647656,2164,2001-02-20
648240,1249,2001-01-07
648318,382,2000-11-30
648387,645,2000-11-22
648417,1977,2001-02-11
648868,1086,2001-02-01
649056,44,2001-02-21
649117,1219,2001-02-10
649278,409,2001-02-15
649346,40,2001-02-25
649575,495,2000-12-17
649957,507,2001-01-11
649964,278,2001-02-25
650007,674,2001-01-27
650243,546,2001-02-02
650397,570,2000-12-13
650601,2070,2001-01-14
650847,926,2001-02-10
651301,2590,2000-12-17
651363,743,2001-02-14
651400,815,2001-01-02
651684,119,2001-01-22
651950,436,2001-01-17
652087,726,2001-02-21
652223,453,2001-02-15
652247,1536,2001-02-25
652537,339,2001-02-21
652780,18,2000-11-29
653442,670,2001-01-21
653732,324,2001-02-19
654029,106,2000-12-12
654173,431,2001-02-19
654241,190,2001-02-28
654623,309,2000-11-09
655095,4200,2001-01-14
655354,424,2000-11-05
655675,672,2001-02-17
655705,1213,2001-02-12
655743,1384,2001-01-20
655774,762,2001-02-28
655934,127,2001-01-15
656078,538,2001-02-06
656115,1790,2001-01-23
656269,346,2001-01-17
656306,258,2001-02-20
656597,738,2000-11-26
656726,220,2001-02-23
656733,2846,2001-02-28
656757,1040,2001-02-19
656818,361,2001-02-27
657068,160,2001-02-02
657082,30,2000-11-09
657914,632,2001-02-25
658010,279,2000-12-14
658508,16,2000-12-26
658591,313,2001-01-18
658669,731,2001-02-28
658850,2036,2000-11-25
659321,3626,2001-02-25
659550,538,2001-02-04
659604,8559,2001-01-01
659680,561,2001-02-24
659703,1027,2000-12-10
659772,252,2001-02-17
659789,928,2000-12-09
659819,423,2001-02-01
659833,158,2000-12-09
659871,618,2001-02-03
660051,485,2001-02-03
660075,1331,2001-02-26
660082,165,2001-02-24
660150,371,2001-02-28
660235,347,2001-02-19
660310,516,2001-02-22
660365,86,2001-02-25
660389,1687,2000-11-26
660396,441,2001-02-25
660419,378,2001-02-17
660433,293,2001-01-23
660457,1862,2001-02-25
660488,507,2000-11-12
660525,3641,2001-01-18
660549,417,2001-02-05
660679,1364,2001-02-04
660914,43,2001-01-16
660969,187,2001-01-30
661447,67,2001-02-22
661508,603,2001-01-31
661522,827,2000-11-15
661546,316,2001-01-08
661560,1943,2001-01-21
661607,779,2001-01-29
661621,238,2001-01-22
661645,125,2001-02-21
661669,685,2001-02-20
661768,201,2001-02-04
661775,2706,2000-12-13
661805,470,2001-01-23
661829,74,2000-12-26
661836,594,2000-12-28
661843,1624,2001-01-22
661935,4675,2001-01-22
661973,527,2001-02-14
662024,2255,2001-02-26
662031,2551,2000-12-27
662086,1324,2001-02-08
662123,413,2001-02-27
662178,139,2001-02-26
662222,83,2001-02-20
662253,956,2001-01-29
662260,611,2001-02-04
662307,615,2001-02-16
662352,410,2001-02-12
662376,2076,2001-01-21
662444,1575,2001-02-24
662949,1499,2001-01-14
662987,4004,2001-01-21
663014,541,2001-02-25
663045,840,2000-11-27
663151,665,2000-12-10
663311,2606,2001-01-16
663373,1528,2000-11-01
663489,142,2001-02-28
663519,639,2001-01-21
663700,94,2001-02-23
663762,708,2001-02-20
663793,763,2001-02-28
663847,1320,2000-12-29
663861,274,2001-02-28
663892,398,2001-02-16
663922,452,2001-01-23
663960,195,2001-02-27
664103,902,2001-02-11
664134,732,2001-02-17
664189,1959,2001-02-10
664202,1299,2001-01-23
664301,2628,2001-02-25
664394,416,2001-02-27
664417,2322,2001-02-27
664554,186,2001-02-07
664738,2287,2001-02-20
664974,198,2001-02-26
665452,65,2001-01-05
665766,649,2001-01-07
666060,3523,2000-11-25
666077,215,2001-02-25
666138,37,2001-01-23
666244,288,2001-02-23
666442,87,2000-12-27
666466,460,2001-02-17
666664,378,2001-02-11
666701,137,2001-01-05
667081,248,2001-02-28
667227,622,2001-01-29
667234,442,2001-02-26
667395,117,2000-12-16
667401,202,2001-02-28
667517,7366,2001-01-23
667531,693,2001-02-27
667548,627,2001-02-04
667555,22,2001-01-13
667630,287,2001-02-03
667685,540,2001-02-26
667982,148,2000-11-29
668040,136,2001-02-25
668095,386,2001-02-14
668101,550,2000-11-03
668118,18,2000-11-24
668132,119,2001-01-22
668156,491,2001-02-25
668262,382,2001-02-20
668309,125,2001-02-22
668385,586,2000-11-21
669122,2944,2000-12-01
669405,417,2001-02-21
669535,329,2001-02-16
670173,240,2000-11-25
670203,1518,2000-12-18
670463,795,2000-12-30
670616,118,2001-02-12
670753,2772,2001-02-18
671217,830,2001-02-24
672023,1631,2001-01-22
672030,4317,2001-02-03
672306,131,2001-02-15
672412,66,2001-02-07
673419,264,2000-11-20
673921,632,2001-02-24
674393,643,2001-02-28
674447,376,2000-12-09
674706,201,2001-02-18
674720,786,2000-12-05
674959,158,2001-02-15
675376,1927,2000-12-31
675383,756,2000-12-17
675628,400,2001-02-02
675734,445,2001-01-26
676076,256,2001-01-23
676328,150,2001-01-02
676410,1105,2001-02-06
676786,179,2001-02-03
676793,627,2000-12-16
676861,508,2001-02-18
676977,264,2001-02-14
676991,1130,2001-02-19
677509,586,2001-02-21
677677,36,2001-01-20
677868,94,2001-01-22
678018,1247,2001-02-24
678377,1603,2000-11-26
678483,572,2001-01-23
678568,839,2001-01-14
678643,249,2001-02-20
678780,2331,2001-02-15
678872,2454,2001-02-28
679268,1221,2001-01-29
679350,1547,2001-01-23
679442,1123,2001-02-10
679534,849,2001-02-05
679602,6725,2001-01-22
679701,919,2001-02-17
679800,1634,2001-02-10
679848,1502,2001-01-22
679879,516,2001-02-22
679954,860,2001-02-18
679978,700,2001-02-05
680059,895,2001-02-19
680134,154,2001-02-27
680189,168,2000-12-02
680271,1532,2001-02-26
680325,188,2001-02-26
680349,783,2001-01-20
680684,199,2001-01-28
680769,1956,2001-01-27
680813,4988,2001-01-13
680950,2121,2000-11-30
681162,386,2001-02-26
681308,19,2000-12-14
681391,19,2000-12-14
681872,1073,2000-12-03
682428,304,2001-01-22
682459,338,2001-01-07
682770,2665,2001-01-29
682862,314,2001-02-18
682954,471,2001-02-18
683067,1533,2001-02-02
683104,432,2001-02-25
683128,176,2000-12-11
683135,264,2000-11-06
683265,302,2000-11-13
683340,1180,2000-12-29
683562,363,2000-11-16
684309,429,2000-12-17
684460,62,2000-11-23
684507,415,2000-12-03
684576,466,2000-12-29
685009,625,2001-01-17
685108,545,2001-02-24
685245,275,2001-02-27
685818,944,2000-11-08
686044,808,2000-12-09
686143,1107,2001-02-24
686372,999,2000-12-08
687041,890,2001-01-07
688314,1789,2001-02-28
688888,437,2001-02-18
689106,120,2000-12-07
689168,307,2001-02-28
689250,310,2001-01-18
689281,1911,2001-02-28
689311,137,2001-02-01
689427,568,2001-02-23
689533,426,2001-01-26
689625,1959,2001-01-16
689717,66,2001-02-22
689748,664,2000-11-13
689854,223,2001-02-24
690171,26,2001-02-20
690737,226,2001-02-22
691482,4426,2000-11-05
691536,469,2001-02-08
691697,980,2001-01-27
691734,112,2001-02-11
691772,838,2001-02-14
692038,661,2001-01-15
692298,516,2001-02-14
692335,952,2001-02-10
692489,346,2001-02-27
692533,291,2000-12-04
692601,453,2000-12-17
692793,192,2001-02-23
692816,1157,2001-02-14
692922,400,2001-02-20
692939,29,2000-12-31
693004,270,2001-01-16
693035,153,2001-02-16
693110,978,2001-01-31
693233,599,2001-02-21
693257,99,2001-01-15
693332,1051,2000-12-11
693394,796,2001-02-18
693417,16,2000-12-28
693455,266,2001-02-13
693462,139,2000-11-25
693516,1262,2001-02-08
693707,244,2001-02-23
694100,713,2001-02-20
694124,623,2001-01-25
694254,314,2001-02-17
694476,66,2000-11-02
694520,75,2001-02-27
694568,245,2001-01-14
694599,320,2001-02-27
694605,1656,2001-01-22
694612,821,2001-02-18
694636,261,2001-02-20
694643,602,2001-02-18
694667,62,2001-02-26
694674,138,2001-02-02
694711,13,2001-02-25
694773,1585,2000-11-28
695091,990,2001-02-27
695350,490,2001-01-20
695459,1243,2000-12-03
695565,2362,2000-12-12
695671,2193,2001-02-14
695718,2108,2001-01-21
695848,770,2000-12-18
695855,404,2001-02-23
695930,718,2001-01-06
696142,1442,2001-01-23
696333,359,2000-12-14
696357,384,2001-01-01
696425,115,2001-02-27
696432,44,2001-02-26
696463,1609,2001-02-14
696487,189,2001-01-01
696739,678,2001-02-24
696937,175,2001-02-21
696951,190,2001-02-15
696982,1533,2001-02-24
697033,716,2000-12-14
697170,403,2001-02-27
697262,159,2001-01-12
697514,319,2000-11-29
697545,66,2001-02-22
697569,704,2001-02-25
697583,144,2001-02-21
697590,682,2001-02-28
697675,120,2000-11-28
697798,31,2001-01-15
697873,184,2001-02-21
698269,109,2000-11-22
698306,191,2000-11-20
698313,58,2000-11-21
698344,99,2000-11-26
698580,85,2001-01-20
698658,397,2001-02-22
698771,681,2001-02-05
698870,1267,2001-02-15
699020,197,2001-02-26
699365,460,2001-02-14
699426,540,2001-02-25
699570,1722,2001-02-23
699587,1758,2000-11-13
699594,1457,2001-02-27
699662,125,2001-01-04
699693,209,2001-02-18
699730,329,2001-02-28
699778,189,2001-02-22
699822,715,2001-02-26
699976,605,2001-02-12
700047,397,2000-12-31
700054,375,2000-11-12
700108,1572,2001-01-16
700139,590,2001-01-27
700146,118,2000-12-10
700160,9,2001-01-04
700450,543,2000-11-12
700627,39,2000-12-14
700733,730,2001-02-20
700740,511,2001-02-15
700764,189,2001-02-20
700771,218,2001-01-03
700931,88,2001-02-25
701082,1653,2001-02-10
701112,356,2001-02-06
701334,287,2001-01-01
701396,2388,2000-11-10
701426,844,2001-02-19
701433,366,2000-12-26
701457,327,2000-11-07
701495,4873,2001-01-30
701532,1644,2001-01-15
701570,1508,2001-02-26
701693,140,2001-02-28
701709,26,2001-02-20
701778,414,2001-01-23
701792,646,2000-11-30
701815,113,2001-02-13
701860,511,2001-01-01
702515,10982,2001-01-01
702614,1911,2001-01-06
702720,187,2001-02-07
702805,1082,2001-01-20
702836,166,2001-01-01
702850,529,2001-02-24
702874,58,2001-01-21
703284,1024,2001-02-25
703321,1780,2001-02-24
704809,946,2001-02-16
705172,870,2001-02-26
705554,233,2001-01-16
705660,322,2001-02-23
705707,632,2001-01-07
705813,214,2001-02-13
706018,606,2001-02-10
706032,918,2001-01-22
706179,2390,2001-02-04
706247,1514,2001-01-27
706407,954,2001-02-28
706599,348,2001-01-13
706698,298,2000-12-10
706728,3457,2001-01-21
707152,1081,2001-01-18
707213,699,2000-12-16
707244,3931,2001-01-20
707985,1352,2001-01-23
707992,2252,2000-12-17
708005,1132,2001-02-15
708456,741,2001-02-26
708562,2491,2001-01-23
709095,95,2001-02-05
709200,861,2001-02-07
709231,26,2001-02-23
709392,1795,2001-01-18
709415,1005,2001-01-16
709446,26,2001-02-22
709507,922,2001-02-25
709927,414,2000-11-10
709965,325,2001-02-03
710053,329,2001-02-21
710077,143,2000-11-26
710220,1855,2001-02-04
710497,288,2001-01-23
710688,841,2001-02-28
710770,56,2001-01-31
710800,384,2001-01-18
710862,379,2001-02-09
711036,349,2001-02-17
711128,673,2001-02-28
711173,1284,2001-02-11
711210,80,2001-02-11
711326,2142,2001-02-18
711388,423,2001-01-16
711562,2099,2001-01-02
711791,790,2001-01-21
711920,314,2001-02-03
712071,1090,2000-12-03
713009,137,2001-02-04
713115,81,2001-02-06
713320,1426,2000-11-29
713405,110,2001-02-03
713443,86,2000-12-13
713504,427,2001-02-24
713528,1045,2000-12-02
713580,1575,2001-02-14
713665,2190,2001-01-22
713863,2102,2001-02-20
714020,1601,2001-02-11
714068,558,2001-02-11
714105,299,2001-01-18
714259,710,2001-02-05
714754,657,2000-12-27
714761,900,2001-02-04
714815,588,2000-11-15
714860,692,2001-02-09
714976,277,2000-11-27
715041,401,2001-02-16
715096,971,2001-02-21
715140,852,2000-11-16
715171,228,2001-02-16
715836,26,2001-02-21
715881,167,2001-01-25
715997,1749,2001-02-11
716086,226,2001-02-08
716123,201,2001-02-10
716222,149,2000-12-07
716420,234,2001-02-15
716475,947,2001-02-14
716543,305,2001-02-21
716581,721,2001-02-19
716789,1009,2000-11-11
716802,144,2001-02-20
716932,122,2001-02-15
718172,793,2001-02-18
718219,58,2000-12-27
718370,485,2000-11-03
718417,226,2001-02-04
718493,376,2001-02-26
718547,344,2001-01-27
718578,92,2001-02-14
718615,323,2000-12-26
718769,439,2001-01-12
718844,495,2000-11-22
718912,439,2001-02-07
718950,3468,2001-01-21
719278,427,2001-02-04
719315,882,2001-02-26
719407,343,2001-02-28
719674,2590,2001-01-27
719742,315,2000-12-01
720090,306,2001-01-20
720113,866,2001-01-07
720397,161,2000-12-27
720410,415,2001-02-25
721042,26,2001-02-19
721127,257,2001-02-26
721172,678,2001-02-19
721264,1868,2001-01-06
721844,266,2001-02-11
721868,160,2000-11-10
721943,500,2001-02-21
722506,1136,2001-02-25
722797,317,2001-02-03
722834,74,2001-02-10
723084,190,2000-12-30
723299,594,2001-02-24
724067,998,2001-02-25
724180,82,2001-02-07
724265,217,2001-01-23
724661,289,2001-02-06
724838,26,2001-02-21
725255,354,2001-01-13
725286,1254,2001-01-26
725897,556,2000-12-18
726023,5109,2001-01-07
726061,329,2001-01-28
726498,271,2000-12-31
726504,155,2001-02-02
726535,346,2001-02-26
726559,447,2001-02-05
726634,1371,2000-12-02
726863,1496,2001-02-24
726894,317,2000-12-08
727099,1220,2001-02-27
727105,1408,2001-01-13
727198,743,2001-02-17
727266,39,2001-02-24
727365,292,2000-11-08
727402,66,2000-12-17
727440,288,2000-12-01
727860,210,2001-01-18
727983,4419,2001-02-18
728133,3459,2001-02-21
728447,295,2000-12-01
728539,540,2001-02-27
728782,2423,2000-11-26
728843,26,2001-02-20
729024,330,2001-01-07
729031,1004,2001-02-26
729062,539,2000-11-26
729093,278,2001-02-24
729192,516,2001-02-23
729222,1484,2001-02-18
729246,616,2000-11-26
729253,109,2001-01-31
729291,115,2001-02-27
729857,334,2001-02-28
729895,541,2001-01-14
729932,1066,2001-02-22
730242,325,2000-11-27
730457,337,2001-02-10
730679,1565,2001-01-01
731058,1660,2000-12-31
731645,615,2000-11-16
732154,1261,2001-02-14
732802,363,2000-11-11
732918,208,2001-02-22
733526,508,2001-02-28
733564,848,2000-11-23
733632,26,2001-02-20
733687,66,2001-02-22
733915,67,2001-02-04
734097,241,2000-11-16
734301,2030,2000-12-13
735414,848,2000-12-17
735759,424,2001-02-28
735766,354,2001-01-30
735780,465,2001-01-17
735810,38,2001-02-22
